price,sqft_lot,waterfront,lat,has_basement,sqft_living,zip_density
221900.0,0.3741868366918686,0.0,0.5112000000000023,0,0.5672199231355647,0.6616898753365732
538000.0,0.479621428552657,0.0,0.7210000000000036,1,1.2353857647952553,0.5875685078511242
180000.0,0.6622775870652542,0.0,0.7379000000000033,0,0.3701350345884617,0.9557982751840832
604000.0,0.3311387935326271,0.0,0.5208000000000013,1,0.9421619062251751,0.011237058627531616
510000.0,0.5351202903487253,0.0,0.6167999999999978,0,0.8075673481930074,2.9376264419743228
257500.0,0.4516070866197968,0.0,0.3096999999999994,0,0.8243916679470283,0.7792467963630578
291850.0,0.6431377647990684,0.0,0.4095000000000013,0,0.5095365411217784,0.9908060347544704
229500.0,0.4947213575377449,0.0,0.5123000000000033,1,0.8556368332044958,0.9357012280233056
323000.0,0.4344540971148068,0.0,0.3684000000000012,0,0.9085132667171332,0.6284108940165757
662500.0,0.6487671242891229,0.0,0.6007000000000033,1,1.7112736664089916,0.8211696689350027
468000.0,0.3973665522391525,0.0,0.6899999999999977,1,0.5576060261332669,3.420603865676884
310000.0,1.3179986260185623,0.0,0.7558000000000007,0,0.687393635664286,0.9557982751840832
400000.0,0.6410847042791661,0.0,0.6126999999999967,0,0.6585519446573929,2.9376264419743228
530000.0,0.32120462972664826,0.0,0.6700000000000017,0,0.8700576787079424,1.4783215013643034
650000.0,0.3311387935326271,0.0,0.5713999999999971,1,1.4180498078389117,0.7351629509781259
395000.0,0.9298377322396169,0.0,0.7276999999999987,0,0.9085132667171332,1.5165707201541707
485000.0,0.2847793624380593,0.0,0.6647999999999996,0,0.7691117601838164,0.4721725596376265
189000.0,0.6523434232592753,0.0,0.3089000000000013,0,0.5768338201378623,1.4865331980536534
230000.0,0.6473101135975794,0.0,0.3342999999999989,0,0.6008685626436067,0.7792467963630578
385000.0,0.3298142383584965,0.0,0.7025000000000006,1,0.7787256571861142,2.2389839315356737
285000.0,0.4172348798511101,0.0,0.3265999999999991,0,1.0911773097607897,0.510205681146195
