price,bedrooms,bathrooms,sqft_lot,floors,waterfront,condition,grade,yr_built,lat,long,has_basement
221900.0,0.889363220820579,0.4726285958135922,0.3741868366918686,0.6693008553365563,0.0,0.8798104342630564,0.9140868745011731,1.3265218377336383,0.5112000000000023,-0.257000000000005,0
538000.0,0.889363220820579,1.0634143405805825,0.47962142855265705,1.3386017106731125,0.0,0.8798104342630564,0.9140868745011731,1.408153950824939,0.7210000000000036,-0.3190000000000026,1
180000.0,0.592908813880386,0.4726285958135922,0.6622775870652542,0.6693008553365563,0.0,0.8798104342630564,0.7835030352867197,1.7754984597357928,0.7379000000000033,-0.23299999999998988,0
604000.0,1.185817627760772,1.4178857874407764,0.3311387935326271,0.6693008553365563,0.0,1.4663507237717608,0.9140868745011731,1.1224415550053861,0.5208000000000013,-0.39299999999998647,1
510000.0,0.889363220820579,0.9452571916271844,0.5351202903487253,0.6693008553365563,0.0,0.8798104342630564,1.0446707137156264,0.6734649330032317,0.6167999999999978,-0.045000000000001705,0
1230000.0,1.185817627760772,2.126828681161165,6.750595444956136,0.6693008553365563,0.0,0.8798104342630564,1.4364222313589863,0.38775253718367886,0.6561000000000021,-0.0049999999999954525,1
257500.0,0.889363220820579,1.0634143405805825,0.4516070866197968,1.3386017106731125,0.0,0.8798104342630564,0.9140868745011731,0.5102007068206301,0.3096999999999994,-0.3270000000000124,0
291850.0,0.889363220820579,0.7089428937203882,0.6431377647990684,0.6693008553365563,0.0,0.8798104342630564,0.9140868745011731,1.1632576115510367,0.4095000000000013,-0.3149999999999977,0
229500.0,0.889363220820579,0.4726285958135922,0.4947213575377449,0.6693008553365563,0.0,0.8798104342630564,0.9140868745011731,1.2244816963695122,0.5123000000000033,-0.3370000000000033,1
323000.0,0.889363220820579,1.1815714895339804,0.43445409711480676,1.3386017106731125,0.0,0.8798104342630564,0.9140868745011731,0.34693648063802845,0.36840000000000117,-0.03100000000000591,0
662500.0,0.889363220820579,1.1815714895339804,0.648767124289123,0.6693008553365563,0.0,0.8798104342630564,1.0446707137156264,1.1224415550053861,0.6007000000000033,-0.14499999999999602,1
468000.0,0.592908813880386,0.4726285958135922,0.3973665522391525,0.6693008553365563,0.0,1.1730805790174086,0.9140868745011731,1.591826205280366,0.6899999999999977,-0.2920000000000016,1
310000.0,0.889363220820579,0.4726285958135922,1.3179986260185623,1.0039512830048345,0.0,1.1730805790174086,0.9140868745011731,1.897946629372744,0.7558000000000007,-0.2289999999999992,0
400000.0,0.889363220820579,0.8271000426737863,0.6410847042791661,0.6693008553365563,0.0,1.1730805790174086,0.9140868745011731,0.8775452157314838,0.6126999999999967,-0.045000000000001705,0
530000.0,1.4822720347009648,0.9452571916271844,0.32120462972664826,1.0039512830048345,0.0,0.8798104342630564,0.9140868745011731,2.4489633927390244,0.6700000000000017,-0.39399999999999125,0
650000.0,1.185817627760772,1.4178857874407764,0.3311387935326271,1.3386017106731125,0.0,0.8798104342630564,1.1752545529300797,0.8367291591858333,0.571399999999997,-0.375,1
395000.0,0.889363220820579,0.9452571916271844,0.9298377322396169,1.3386017106731125,0.0,0.8798104342630564,0.9140868745011731,0.5306087350934553,0.7276999999999987,0.0379999999999967,0
485000.0,1.185817627760772,0.4726285958135922,0.2847793624380593,1.0039512830048345,0.0,1.1730805790174086,0.9140868745011731,2.122434940373821,0.6647999999999996,-0.3429999999999893,0
189000.0,0.592908813880386,0.4726285958135922,0.6523434232592753,0.6693008553365563,0.0,1.1730805790174086,0.9140868745011731,2.0203947990096953,0.3089000000000013,-0.20999999999999375,0
